Image,Label
329,4 6 8
25738,7
27885,6
4711,4 6 7
2648,1 4
3507,4
5646,2 4
15555,4 6
15863,2 4
6519,0
20619,6 9
25444,4 7
19776,4
6109,6 7
4175,2 6
945,1 6
19438,9
7399,4 6
10754,4 6
15320,1 5
1002,4 5
18079,0 9
11233,6 8
445,3 4
8404,6
29297,4
16811,9
28768,3 7
25704,4
27031,4
6335,4
3397,3
21617,3
27636,4 6
20097,6
27165,4
29344,0
30314,3 8
11643,0
16540,0 6
14817,5 6
24068,4 8
16391,4
18899,0 4
26031,6 7
11758,1 4
3344,7
16267,6
18289,4
25031,4 5
18504,4
13330,9
418,3 4 6
22278,4
22984,4
16461,2
8257,3
8913,7
9743,1
26326,3 4
611,1 6
15747,4 7
4896,0
3061,4 8
6305,6
2356,4 6
18299,3 4 6 7
12388,2 4
12842,1 3
7568,6 7
28664,3
21877,2 4
16422,9
30243,0
4273,2
9454,2 6
18200,6
30118,4 6
17352,0 4
369,4 8
26547,6
25219,1 4
13622,2 4
7101,7
17420,9
5109,4
6753,7
7167,4 6
59,2 7
28296,2 3
4839,6
28904,6
15459,4
26266,0
26886,4
1105,3 4 6
8403,0
5543,0
22963,4 6
5104,2
3647,4 6
14462,1
22293,4 7
16120,4 8
15619,3 4
10102,4 7 8
13992,9
22398,0
14857,8
19942,5 6
5502,1
15637,4 7
11548,4
25416,6 9
14369,4 6
16593,2 4 6
20125,4 6
20501,0
19901,2
4583,2 4
28364,2
17203,0
2874,5
27222,7
28657,0 4
28865,3
24512,6
7655,0
11441,3
25364,4
14713,0
23149,8
14512,4
1168,4 6
7528,6 9
30721,6
29349,1
16414,4 5
25261,4
879,6
25356,9
8658,6
27192,4
3114,1 4
15052,4
14201,4
28496,0
10344,4
13222,1 4
13674,1 4
13712,2 4
21295,1
4821,4
12366,4 6
26426,0
17878,2 4
511,5
29580,4 6
15212,6
11869,4 7
1692,4 6
10737,5
6520,2 4 6
26609,4
1700,0
363,4 6
19640,4 6
18802,7
12554,4 6
1542,2
5757,1
17185,6
1295,6 7
22328,2 4 6
11009,0 8
18505,5
19324,4 8
26364,1
17126,1
23781,5
8939,2
8952,5
27142,4
29368,0 6
1423,3
15586,1 4
5779,9
25822,3
24450,1
25358,3
28334,3 5
4807,4 7
20152,1 4
12916,4 7
16558,3
28153,4
22060,4 6
14578,0
22062,4
26698,4 5 6
24402,3 4
3388,7
17886,4
9198,6
8112,3 4 6
29836,2
30988,2 4
1139,0 4
25488,6 7
14513,3 8
15776,2 3 4
18704,0
13758,9
5783,7
15270,6
2914,6
5322,9
10583,0 6
23290,4
5407,7
15773,1
16009,6
6090,2 6 7
16271,6
6665,0
25652,2 4
21315,4
3196,4 6
22817,2 7
12334,4
18007,4
3065,2 4
27083,7
5358,1 5
23520,4 6
419,7
3082,4 6
17401,4
10749,0 4
4436,3
22118,1
25185,6
13404,6 9
24649,3 5
11137,4
28190,2 4
4083,5 6 7
18564,7
25456,7
16826,4 5 6
13936,6
7924,3
4805,5
13790,3 4
1896,4 6
1742,6 9
144,4 6
11022,4
3429,0 4 6
2623,4 9
11662,4 7
1078,1 2
20198,7
13371,4
13271,3
30160,6
12779,9
9977,1 3 4
9320,6
15726,6 8
15667,0
9571,2 4 5
11902,5 6
25865,4
30595,2
18981,7
9004,4 5
26785,4 5
6479,4
14051,3
6942,4 6
15073,4
13361,1 4
28399,8
16798,2 4
16944,7
15728,4 6
16467,4
8390,9
16844,6 7
4587,2 4
27738,0
14660,1 6
24180,1 4
8350,0
21990,9
7305,4 6
13353,5
24698,1 4
10698,4
5530,2
24765,3 6
26947,2 4
17218,6 7
18812,9
20276,3
24635,6
24977,1
2265,6 9
13482,4
27294,1
152,4
13887,4
16049,6
21405,1 4
4316,4
4447,6
11724,2 4
6829,6
3785,0
18653,4 6
1988,0
18232,4 7
26411,4
6615,0 4
25905,6
8765,0
19749,2
4802,1
25516,4
1493,4 8
14510,1
2433,9
13305,1 4 6
30634,7
14633,4 6 8
19623,4 8
8803,2 4
7075,6
7816,6
2208,4 6
3811,1 6
1244,4 8
13444,4 5
23870,5
15149,4
14781,0 2
14331,3 4
12591,4 7
17405,8
4795,2 4
6975,6
5760,3
18105,2 6 8
14116,7
10676,0 4 8
26877,4 6
29487,2 6
9667,3 4 7
17573,4
19737,4
21610,4
4789,7
24406,4
9076,0
10332,3
17507,4 6
9788,7
14297,1
12540,8
29609,4 6
7465,1 6
11967,9
26161,4
5624,4 6
8096,4
15634,2 3
8752,9
8064,4
22284,9
11723,0 7 8
5270,1 4 6
13272,2 3
28511,9
13237,4 6
13937,8
13406,3
19337,1 6
8293,3
24753,4
28361,2 6
10911,4
13948,7
25279,1 4
9944,4
30492,5
12474,4 6
13147,0 6
12758,2 4
6286,4 5
12921,4
13166,0
20117,6
24158,0
2763,4
3956,2 4 6
17381,6
9892,4
4808,9
8609,3
21095,2 4 6
11162,4 8
29163,4 6
2873,3
19095,2 6
22083,3 6
6348,5
17515,4
13454,4 7
11784,4
23407,4 6
13420,2 6
19362,4 5
21525,2 4 9
17249,4
6404,2 4
17706,7
24964,4 9
20513,4 6
23088,1
13396,9
8266,3 6
12992,4 8
9601,8
10967,2 4
29122,2 4
12778,3
16055,4 6
20731,3
11849,4
28950,3
9825,0
29173,4
2296,5
13251,7
27857,3 4 6
9546,3
12227,4
26125,2 4
6027,5
27351,4 5
28247,2 6
14480,7
24225,2
8487,3 4 6 7
3608,3 9
22501,4
28348,0
29000,4 6
20707,1
28342,4 6
27923,4 7
23860,3
29276,5
20490,4
23979,4 6
22190,4 6 8
24282,4
17513,2
20188,1 4
18858,6
28293,2 6
25545,2 6
8879,7
2324,7
7697,3
2986,9
11991,4 6
17499,1
26351,0
22941,3 4
1563,1 4
11434,5
30541,0 2 4
25792,4 6
5196,4
30665,1
30640,4 6
22549,0
27541,6
27688,1 6
30645,4 6
11956,3 5
17330,2 6
8627,6 7
16364,6
8180,2 4
14658,6
17518,6 7
21675,2 6
14868,1 6
5878,0
29691,0
28066,4 7
24487,4
17951,9
4617,9
21935,4
4637,7
9648,1 2 4
3358,3 4 7
21496,6
13666,4
1660,4 7
1779,6
27067,0
12938,2 4
5142,0 3 4
5601,4 6
12544,2 6 7
16369,6
14851,6
1549,5 6
27389,7
4975,2 4
8282,3
23340,3 4
4656,5
1280,2
3246,9
11602,7
19598,4
12341,1 4
30173,0
23267,2 4 6
2785,0 4
26166,4 6
6510,5
10843,4 6
29721,4
30342,2
15194,2 4
7672,3
3520,4 7
20996,0 4
964,4 7
1064,4 6
29087,1 4
22572,5
4562,6 8
17272,1
8019,0 2 4
6550,3 4
4377,7
14340,9
22767,6
19446,6
17437,4 6
19090,3
6032,3 6
25852,7
7481,1 4
27979,4 6
14636,4
28072,2 4
22438,2
3122,3 4
29171,9
17119,9
5321,4
10720,3 4
9393,4 6
10273,5
24988,4
21776,9
27666,2
22723,4 7 8
12645,4
26194,2 4
4039,1 4
16761,4 6
18337,1
29347,0 5
26779,2 4 6
14837,4 7
20161,6
21845,2 7 8
22260,7
3038,3 4
27455,6
30104,1 4
7890,0
878,4
8516,1 3
7222,5
17942,9
22512,8
16089,9
20777,5
1402,0
14027,3
29455,1
26550,4
21562,6
19778,4
24012,1 6
13015,6
10089,1
25074,4 6
18557,0
2804,9
14109,2 3 4 6
10212,9
23559,4 5
7760,6
11915,6
6962,6
21453,0
14739,0
15028,4 8
11957,7
5733,8
24576,0
6207,4 9
12398,3 6
23964,4 6
12978,4 6
17304,3 4
5775,8
22298,4 6
16167,3 4
14544,0
23078,2 4 9
4357,8
12905,6
5509,4 5
2717,3 4
15967,6
4864,3
4929,9
21251,2 4
24126,0 4
6572,0 6
9015,8
26677,2
8568,4 6
20802,4 6
1745,0 9
17955,1 6
8476,1 4 7
5593,0
11194,2 6
11983,4
3933,8
22616,8
14249,5
2172,4
7640,3
27157,6
27303,2 6
17824,4
9196,6 7
26764,3
7001,4
19022,4
25307,6
13366,6
18822,3 4
8625,6
1317,2
27862,1 4 7
22259,0
26559,6
14885,7
18940,4 6
4467,1 4 7
16340,4
4433,4 6
24733,2
28603,4 9
14648,2
30958,2
9410,7
9134,1 4 8
22950,4
1785,4
22713,4 6 7
7035,4
18827,1 4 7
106,3
5290,4
5813,4 7
15722,2 4 6
14344,6
22663,9
20507,7
30942,4
468,0
9063,1
18659,2
16175,3 6
5709,2
21680,4 8
8729,4 6
6893,4
9775,7
26647,6
14901,6
22660,2 3
20606,8
6595,4
29483,6
29488,4
2526,1 4
15590,4
15032,6
8612,4 6
10574,0
8431,4
2779,0
27991,2
28880,5
27804,4
4169,4 6
26870,4 8
11998,4 7
22187,4 6
11207,6
2075,4
10485,2 4
12157,6
28877,2 6 8
7249,6 7
30452,1 4
29319,1
8903,4 6
12228,4
4044,2 3 4
20998,1
10001,2
3550,0
1757,3 4
342,7
19795,2 4
2180,6 8
7544,7
23843,4 9
15933,7 9
4052,4 6
13847,9
20622,5
15348,4
25830,4
22533,3
7077,4
26641,4 7 8
27010,4 5 6
8681,4 6 7
16384,7
12853,0
7322,9
26014,7
2628,3
29238,4
8313,7 9
3373,7
20064,4
3530,4
26728,6
28318,0 4
5060,1 4
21341,2 4
23357,3
28622,3
18970,4
7849,4
15004,4 8
230,3
14497,8
24989,4
2686,2 4
30599,8
29312,0
5550,4 7
10817,6
990,3 4 5
21548,3 6
9433,4 7
3173,4 6
11411,1 4
7629,1
7242,0
13613,6
23749,1 4
27364,9
4994,4
1259,3
520,7
26985,4
29310,2 4 6
27542,4
24677,2 4
11977,6
30765,4
26767,4 7
11320,2 4
26592,5
28319,1
20013,2 4
17641,6
11607,6
11084,3 4 6
18735,3 7
8438,4 6
17848,9
24182,0 4
26714,4
23019,4 6
12532,0
16062,4 8
7620,4
3948,4
12310,4 6
27104,7
14902,0
13283,4
19642,0 4
25556,0 4
1297,6
26890,1
28264,0 5
9747,2 4 6
14352,2
25151,4 5
24058,4
9066,2 4 7
24209,1 4 6
25379,2 6
18629,4
17295,4 6
1213,6 7
13424,3 4
7055,9
17867,6 7
1856,3 4
28742,9
1033,3 5
5076,3 4
2677,1
5491,1 4 6
20939,4
2219,2
18278,7
22916,4 7
7058,4 6
14304,6
22249,3
9629,2 4
29204,6 7
9294,3 4
21874,5
30176,3 4
29009,4 8
30364,4
14321,4 6
4445,4
28087,0
26019,7 9
24172,4
30085,0 2
18235,2
23003,6 7
4153,3
1068,4
3927,3
12490,4
2973,3
16183,1 4
11767,0 7
17259,4
6892,0
13981,0
26894,4
24757,2 4
26676,7
168,1 6
25188,6
9272,2
19100,4 7
24671,1
5479,2 4
26297,5
17674,0 4
14253,2 3 4
7852,3
1588,2 4
14943,9
8797,6 8
22873,0
10922,0
13620,1 2
17636,0
10083,1 6
22904,2
23915,4
8928,4
15342,7
20765,1 4
5541,9
9851,6
9683,4 7
10021,4 6
15812,5
14231,4 7
22847,4 6
23222,5
10362,3
2958,0
22011,6 7
5465,4 8
15693,0 2 4 6
27714,4
680,2 4 6
19505,4 6
26995,1 6
18677,2
27692,2 4
9594,6 7
16228,9
9941,4 7
24832,6 9
2375,2
22644,0
16450,2
17602,0
23409,4 7
8644,7
11236,4 7
15220,2
11933,4
1634,1 6
11107,0
2070,9
30076,0 4
8888,2
28828,4 6
20326,6
5440,0 4
27402,7
446,1
20751,4 9
12925,4 6
20637,1 6
689,2 4
19425,4 6 7
9495,7
25981,1 7
27106,0
18927,4
17929,0
24488,0
23347,6
5844,1
16468,4
13907,4
25879,4 6
25501,2
8820,0 4
19013,3 4
24907,3 4
29812,4 6 8
22321,6 8
28346,8
8998,0
16129,1 4
4268,4 6
11661,3
2348,1
14277,5 6
875,4 6
27086,3 6
18185,2 4
6254,4 6
10075,6
8363,4
12788,3 4
17163,4 6
9714,0 4
6344,7
15079,2
6205,4
18713,2 6
15951,4 6
5526,2
17137,4
7898,0
3103,7
436,0
22399,6 9
29329,3 4 7
30589,0 4
16970,3
19807,3 4 6
25910,4 7
606,9
24451,6
3079,4
13018,7
27507,0 5
29044,2 4
30661,4
16034,6 7
27362,4
3982,6 7
20217,4 5
13161,6 9
2337,7
4898,0
21710,3
10897,7
3534,4 6 8
16896,3 4
23249,6
19060,6 8
30366,4
17423,2
10805,2
22068,7
21679,0 4
12806,4 7
20943,7
15495,4 8
125,7
303,7
24813,4
29987,2 7 8
7635,3
15594,4
28404,2 4
23834,2
17599,6
14465,2
359,4
4457,1 4
17712,0
29305,3 4
8941,4
30785,3
28842,1 4 6
11627,2
7127,8
21450,0
24672,2 6
17016,2 4 6
22444,0
4678,3
10703,0 1 4
6558,4
26538,2
16477,0
28740,0
17426,9
19298,4 6
17899,9
14532,0
28373,4
1724,6 7
5468,4 6
25389,5
18808,9
28421,3 4
3940,0
21986,6
25280,4
2594,4
18186,3
20526,9
25878,0
17015,3
420,6
19313,4 7
6031,0 7
4403,0
14145,4
5798,2
12244,4 8
10929,4
11312,7 8
18168,3
29497,1 4
23639,4 6
18436,4
7063,4 6
186,0
2527,5 9
29924,1 3
13639,4 7
15702,0 2 6
11338,5 6
8682,1
22564,6
26235,4 7
6692,8 9
12612,5
1708,4 6
11909,2 4
709,1 4
15197,2 3 4
11362,4 6
17350,0
475,4
24540,4 6
15081,7
17145,2 4
31022,3 4
29143,0
5613,6
9103,0 1
5575,2 6
7611,3
15664,6 7
21109,1
20952,0
6066,4
17826,4
23054,7
20781,4
21061,2 4 6
14327,2 4
28429,4
18591,4 6
23644,4
23808,4
4068,6
23954,2 4
28441,4 6
28031,9
29993,4 6
11246,4
28717,4 8
3068,6 7
7761,0
856,6
10466,4
17131,1 4
10270,1 4
4165,2 4
20884,3 4
13447,2
22037,4 8
13318,1
16810,2 4
30088,6 7
27864,1 2 6
7419,4
30424,9
2174,0
4964,3 4
3471,4 6
10399,2 7
23494,1 6
3538,2
1452,7 9
7539,2 4 8
25183,2 4
8321,6
3476,0
11763,4
6269,3 4 8
14820,3
11192,2 7
17116,4
11059,5
15413,1
19627,4
30968,1 6
14634,1
12226,3 4
28691,2 6
6192,4 6
1599,9
632,6
7795,4 6 7
12947,3
7267,9
9834,6 9
30244,7
852,3
25858,4
9748,2 3
1712,9
28857,4
10907,6
2538,4
22097,5
23361,0
28662,4
18732,1
28284,7
407,2 4 6
30127,9
26474,4 9
26731,6
3276,7
9457,2
20228,4
14415,0 4
25368,6
15138,4 6
13395,4 6
3242,2
773,3 4
11920,3
16847,3
27553,1 4
13336,9
9100,4 6
13788,4 6 8
18784,0
8430,4 6
8250,4
9898,4 6
9273,1 4 6
29150,4 6
9967,2 4
24131,4
13821,2
29921,2 4
21561,9
24028,9
30488,4 8
15919,4 6
4641,4 5
17702,4 6
19359,4 6
21625,4 6
22587,1 6
18349,8
28969,1 6
19965,4 6
25511,4
21125,1
390,4
30079,7
12113,3 4
26549,6 9
26664,0 4
28695,6
620,7
6069,0
19786,6
2919,2 4
17299,0 4
4510,4
23020,4
25989,8
11467,7
21401,7 9
25301,1 4 6
12487,7 9
21491,7
4495,0
4529,2 4
25167,4
9341,0
8796,3 4
9253,4 6
3909,4
4779,1 4
17626,3
1732,8
14203,1
25294,1 2
16317,4 6
1307,0
3566,1
23856,4 7
19314,0 2 7
12634,1
21964,3
17897,0 2
10615,4
11769,2 4
29870,1
13017,4 5 6
18366,0 5
11644,2 4
10308,4 6
642,7
24168,4
19431,8
1973,4
27246,0
20511,2 6
6473,2 4
1616,0
18681,4 9
3228,2 4
17932,4
7096,1
14527,6
25269,1
7540,9
1890,4 8
25752,4
20641,6 8
16564,4
2116,4
28632,6
19034,7
24226,4
22931,8
18915,3
19479,0
14746,4
7630,3 6
9999,4 7
26020,4 6
20880,3 4
9259,4
30525,6 8
16592,2 4
9389,6
7689,8
12760,4 6
26738,4
7948,2 3 4
6591,0 4
24940,5
28876,1 6
30606,4 6 7
24471,4
13474,0
3627,4
26960,4 6
813,5 7
20101,2 4 6
11862,0
30837,4 8
30723,0
28739,0 4
11509,4 7
10693,7
26135,4
5445,5 6
4480,4 5 6
20470,0
28269,6 8
25290,7
7536,4
5369,7
9383,0
6,4
14641,7
30155,0 4
11478,2
11841,1 6 7
1857,4
24820,6 7
6643,8
8075,4 6 8
9843,4 6
10473,3
4959,0
14753,4 5
28159,3
15865,2 6
5297,2
16957,4 6
8646,0 4
10436,9
28769,5
4837,4 7
17395,7 9
24382,1
19726,1
7817,9
29789,4 7
6122,0
24425,6 7
27373,6
28963,6
1923,4 6
8398,4 6
4170,6 7
1231,5
5251,3
29944,6
